Gene_symbol	Description
UQCRB	ubiquinol-cytochrome c reductase binding protein
UQCRBP1	ubiquinol-cytochrome c reductase binding protein pseudogene 1
UQCRBP2	ubiquinol-cytochrome c reductase binding protein pseudogene 2
UQCRC1	ubiquinol-cytochrome c reductase core protein I
UQCRC2	ubiquinol-cytochrome c reductase core protein II
UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1
UQCRFSL1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide-like 1
UQCRH	ubiquinol-cytochrome c reductase hinge protein
UROD	uroporphyrinogen decarboxylase
UROS	uroporphyrinogen III synthase (congenital erythropoietic porphyria)
USF1	upstream transcription factor 1
USF2	upstream transcription factor 2, c-fos interacting
USH1A	Usher syndrome 1A (autosomal recessive, severe)
USH1C	Usher syndrome 1C (autosomal recessive, severe)
USH1D	Usher syndrome 1D (autosomal recessive, severe)
USH1E	Usher syndrome 1E (autosomal recessive, severe)
USH1F	Usher syndrome 1F (autosomal recessive, severe)
USH2A	Usher syndrome 2A (autosomal recessive, mild)
USH2B	Usher syndrome 2B (autosomal recessive, mild)
USH2C	Usher syndrome 2C (autosomal recessive)
USH3A	Usher syndrome 3A
USH3B	Usher syndrome 3B
USP1	ubiquitin specific protease 1
USP10	ubiquitin specific protease 10
USP11	ubiquitin specific protease 11
USP12	ubiquitin specific protease 12
USP13	ubiquitin specific protease 13 (isopeptidase T-3)
USP14	ubiquitin specific protease 14 (tRNA-guanine transglycosylase)
USP15	ubiquitin specific protease 15
USP16	ubiquitin specific protease 16
USP17	ubiquitin specific protease 17
USP18	ubiquitin specific protease 18
USP19	ubiquitin specific protease 19
USP2	ubiquitin specific protease 2
USP20	ubiquitin specific protease 20
USP21	ubiquitin specific protease 21
USP22	ubiquitin specific protease 22
USP24	ubiquitin specific protease 24
USP25	ubiquitin specific protease 25
USP28	ubiquitin specific protease 28
USP3	ubiquitin specific protease 3
USP4	ubiquitin specific protease 4 (proto-oncogene)
USP5	ubiquitin specific protease 5 (isopeptidase T)
USP6	ubiquitin specific protease 6 (Tre-2 oncogene)
USP7	ubiquitin specific protease 7 (herpes virus-associated)
USP8	ubiquitin specific protease 8
USP9X	ubiquitin specific protease 9, X chromosome (Drosophila fat facets related)
USP9Y	ubiquitin specific protease 9, Y chromosome (Drosophila fat facets related)
UTF1	undifferentiated embryonic cell transcription factor 1
UTRN	utrophin (homologous to dystrophin)
UTS2	urotensin 2
UTX	ubiquitously transcribed tetratricopeptide repeat gene, X chromosome
UTY	ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome
UVRAG	UV radiation resistance associated gene
UXT	ubiquitously-expressed transcript
VAMP1	vesicle-associated membrane protein 1 (synaptobrevin 1)
VAMP2	vesicle-associated membrane protein 2 (synaptobrevin 2)
VAMP3	vesicle-associated membrane protein 3 (cellubrevin)
VAMP4	vesicle-associated membrane protein 4
VAMP5	vesicle-associated membrane protein 5 (myobrevin)
VAMP8	vesicle-associated membrane protein 8 (endobrevin)
VAPA	VAMP (vesicle-associated membrane protein)-associated protein A (33kD)
VAPB	VAMP (vesicle-associated membrane protein)-associated protein B and C
VARS1	valyl-tRNA synthetase 1
VARS2	valyl-tRNA synthetase 2
VASP	vasodilator-stimulated phosphoprotein
VAULTRC1	vault RNA component 1
VAULTRC2	vault RNA component 2
VAULTRC3	vault RNA component 3
VAV1	vav 1 oncogene
VAV2	vav 2 oncogene
VAV3	vav 3 oncogene
VAX1	ventral anterior homeobox 1
VAX2	ventral anterior homeobox 2
VBP1	von Hippel-Lindau binding protein 1
VCAM1	vascular cell adhesion molecule 1
VCF	velocardiofacial syndrome
VCL	vinculin
VCP	valosin-containing protein
VCX	variable charge, X chromosome
VCY	variable charge, Y chromosome
VCY2	variable charge, Y chromosome, 2
VDAC1	voltage-dependent anion channel 1
VDAC1LP	voltage-dependent anion channel 1-like pseudogene
VDAC1P	voltage-dependent anion channel 1 pseudogene
VDAC2	voltage-dependent anion channel 2
VDAC2P	voltage-dependent anion channel 2 pseudogene
VDAC3	voltage-dependent anion channel 3
VDAC4	voltage-dependent anion channel 4
VDAC5P	voltage-dependent anion channel 5, pseudogene
VDI	vesicular stomatitis virus defective interfering particle suppression
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
VEGF	vascular endothelial growth factor
VEGFB	vascular endothelial growth factor B
VEGFC	vascular endothelial growth factor C
VGF	VGF nerve growth factor inducible
VGR	vegetal related growth factor (TGFB-related)
VHL	von Hippel-Lindau syndrome
VHLP	VHL pseudogene
VIL1	villin 1
VIL2	villin 2 (ezrin)
VIM	vimentin
VIP	vasoactive intestinal peptide
VIPR1	vasoactive intestinal peptide receptor 1
VIPR2	vasoactive intestinal peptide receptor 2
VIS1	viral integration site 1
VIT	vitrin
VLDLR	very low density lipoprotein receptor
VMD1	vitelliform macular dystrophy, atypical
VMD2	vitelliform macular dystrophy (Best disease, bestrophin)
VMGLOM	venous malformation with glomus cells
VNN1	vanin 1
VNN2	vanin 2
VP	variegate porphyria
VPREB1	pre-B lymphocyte gene 1
VPREB3	pre-B lymphocyte gene 3
VPS26	vacuolar protein sorting 26 (yeast homolog)
VPS33B	vacuolar protein sorting 33B (yeast homolog)
VPS41	vacuolar protein sorting 41 (yeast homolog)
VPS45B	vacuolar protein sorting 45B (yeast homolog)
VPS54A	vacuolar protein sorting 45A (yeast homolog)
VR1	vanilloid receptor subtype 1
VRK1	vaccinia related kinase 1
VRK2	vaccinia related kinase 2
VRNI	vitreoretinopathy, neovascular inflammatory
VSD1	ventricular septal defect 1
VSNL1	visinin-like 1
VSX1	visual system homeobox 1 (zebrafish) homolog (CHX10-like)
VTN	vitronectin (serum spreading factor, somatomedin B, complement S-protein)
VTNR	vitronectin receptor
VWF	von Willebrand factor
VWFP	von Willebrand factor pseudogene
VWS	Van der Woude syndrome
WARS	tryptophanyl-tRNA synthetase
WARS2	tryptophanyl tRNA synthetase 2 (mitochondrial)
WAS	Wiskott-Aldrich syndrome (ecezema-thrombocytopenia)
WASF1	WAS protein family, member 1
WASF2	WAS protein family, member 2
WASF3	WAS protein family, member 3
WASL	Wiskott-Aldrich syndrome-like
WASPIP	Wiskott-Aldrich syndrome protein interacting protein
WBP1	WW domain binding protein 1
WBP2	WW domain binding protein 2
WBP4	WW domain binding protein 4 (formin binding protein 21)
WBS2	Williams-Beuren syndrome type 2
WBSCR1	Williams-Beuren syndrome chromosome region 1
WBSCR15	Williams-Beuren syndrome chromosome region 15
WBSCR2	Williams-Beuren syndrome chromosome region 2
WBSCR3	Williams-Beuren syndrome chromosome region 3
WBSCR5	Williams-Beuren syndrome chromosome region 5
WD	Waldner blood group
WDR1	WD repeat domain 1
WDR11	reserved
WDR3	WD repeat domain 3
WDR4	WD repeat domain 4
WDR5	WD repeat domain 5
WDR6	WD repeat domain 6
WDR7	WD repeat domain 7
WDR8	WD repeat domain 8
WDR9	WD repeat domain 9
WEE1	wee1+ (S. pombe) homolog
WFS1	Wolfram syndrome 1 (wolframin)
WFS2	Wolfram syndrome 2
WHCR	Wolf-Hirschhorn syndrome chromosome region
WHN	winged-helix nude
WHSC1	Wolf-Hirschhorn syndrome candidate 1
WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1
WHSC2	Wolf-Hirschhorn syndrome candidate 2
WISP1	WNT1 inducible signaling pathway protein 1
WISP2	WNT1 inducible signaling pathway protein 2
WISP3	WNT1 inducible signaling pathway protein 3
WMS	Weill-Marchesani syndrome
WNT1	wingless-type MMTV integration site family, member 1
WNT10B	wingless-type MMTV integration site family, member 10B
WNT11	wingless-type MMTV integration site family, member 11
WNT14	wingless-type MMTV integration site family, member 14
WNT15	wingless-type MMTV integration site family, member 15
WNT2	wingless-type MMTV integration site family member 2
WNT2B	wingless-type MMTV integration site family, member 2B
WNT3	wingless-type MMTV integration site family, member 3
WNT4	wingless-type MMTV integration site family, member 4
WNT5A	wingless-type MMTV integration site family, member 5A
WNT6	wingless-type MMTV integration site family, member 6
WNT7A	wingless-type MMTV integration site family, member 7A
WNT7B	wingless-type MMTV integration site family, member 7B
WNT8A	wingless-type MMTV integration site family, member 8A
WNT8B	wingless-type MMTV integration site family, member 8B
WRB	tryptophan rich basic protein
WRN	Werner syndrome
WS2A	Waardenburg syndrome, type 2A
WS2B	Waardenburg syndrome, type 2B
WSN	Waisman syndrome
WT1	Wilms tumor 1
WT2	Wilms tumor 2
WTS	Wilson-Turner X-linked mental retardation syndrome
WWOX	WW domain-containing oxidoreductase
WWS	Wieacker-Wolff syndrome
XBP1	X-box binding protein 1
XBPP1	X-box binding protein pseudogene 1
XBX1	xylan 1,4-beta-xylosidase 1
XCE	X chromosome controlling element
XDH	xanthene dehydrogenase
XG	Xg blood group (pseudoautosomal boundary-divided on the X chromosome)
XGPY	Xg pseudogene (Y-linked)
XGR	expression of XG and MIC2 on erythrocytes
XIC	X chromosome inactivation center
XIST	X (inactive)-specific transcript
XK	Kell blood group precursor (McLeod phenotype)
XLRL	X-linked B cell surface antigen (mouse)-like 1
XM	Xm(a) antigen
XPA	xeroderma pigmentosum, complementation group A
XPC	xeroderma pigmentosum, complementation group C
XPMC2H	Xenopus prevents mitotic catatrophe 2 homolog
XPNPEP1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble
XPNPEP2	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound
XPNPEPL	X-prolyl aminopeptidase (aminopeptidase P)-like
XPO1	exportin 1 (CRM1, yeast, homolog)
XPOT	exportin, tRNA (nuclear export receptor for tRNAs)
XPR1	xenotropic and polytropic retrovirus receptor
XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1
XRCC2	X-ray repair complementing defective repair in Chinese hamster cells 2
XRCC3	X-ray repair complementing defective repair in Chinese hamster cells 3
XRCC4	X-ray repair complementing defective repair in Chinese hamster cells 4
XRCC4L	X-ray repair complementing defective repair in Chinese hamster cells 4-like
XRCC5	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen, 80kD)
XRCC8	X-ray repair complementing defective repair in Chinese hamster cells 8
XRN2	5'-3' exoribonuclease 2
XS	X-linked suppressor of LU antigens
XWNPEP	X-tryptophanyl aminopeptidase (aminopeptidase W)
XYLB	xylulokinase (H. influenzae) homolog
YARS	tyrosyl-tRNA synthetase
YES1	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1
YESP	v-yes-1 Yamaguchi sarcoma viral oncogene homolog pseudogene
YME1L1	YME1 (S.cerevisiae)-like 1
YME1L2	YME1 (S.cerevisiae)-like 2
YPEL1	yippee (Drosophila) homolog-like 1
YWHAA	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, alpha polypeptide
YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide
YWHAD	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, delta polypeptide
YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide
YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide
YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide
YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
YY1	YY1 transcription factor
ZAN	zonadhesin
ZAP70	zeta-chain (TCR) associated protein kinase (70 kD)
ZFP103	zinc finger protein homologous to Zfp103 in mouse
ZFP161	zinc finger protein homologous to Zfp161 in mouse
ZFP3	zinc finger protein homologous to Zfp-3 in mouse
ZFP36	zinc finger protein homologous to Zfp-36 in mouse
ZFP37	zinc finger protein homologous to Zfp37 in mouse
ZFP40	zinc finger protein homologous to Zfp40 in mouse
ZFP92	zinc finger protein homologous to Zfp92 in mouse
ZFP93	zinc finger protein homologous to Zfp93 in mouse
ZFP95	zinc finger protein homologous to Zfp95 in mouse
ZFPL1	zinc finger protein-like 1
ZFX	zinc finger protein, X-linked
ZFY	zinc finger protein, Y-linked
ZHX1	zinc-fingers and homeoboxes 1
ZIC1	Zic family member 1 (odd-paired Drosophila homolog)
ZIC2	Zic family member 2 (odd-paired Drosophila homolog)
ZIC3	Zic family member 3 (odd-paired Drosophila homolog, heterotaxy 1)
ZIM2	zinc finger, imprinted 2
ZIRTL	zinc/iron regulated transporter-like
ZMPSTE24	zinc metalloproteinase, STE24 (yeast, homolog)
ZNF1	zinc finger protein 1 (A11-500)
ZNF10	zinc finger protein 10 (KOX 1)
ZNF100	zinc finger protein 100 (Y1)
ZNF101	zinc finger protein 101 (Y2)
ZNF102	zinc finger protein 102 (Y3)
ZNF103	zinc finger protein 103 (Y4)
ZNF104	zinc finger protein 104 (Y5)
ZNF105	zinc finger protein 105 (Y6)
ZNF106	zinc finger protein 106 (Y7)
ZNF107	zinc finger protein 107 (Y8)
ZNF108	zinc finger protein 108 (Y9)
ZNF109	zinc finger protein 109 (Y10)
ZNF110	zinc finger protein 110 (Y11)
ZNF111	zinc finger protein 111 (Y13)
ZNF112	zinc finger protein 112 (Y14)
ZNF113	zinc finger protein 113 (Y17)
ZNF114	zinc finger protein 114 (Y18)
ZNF115	zinc finger protein 115 (Y20)
ZNF116	zinc finger protein 116 (Y21)
ZNF117	zinc finger protein 117 (HPF9)
ZNF118	zinc finger protein 118 (Y12)
ZNF119	zinc finger protein 119 (Y15)
ZNF11A	zinc finger protein 11a (KOX 2)
ZNF11B	zinc finger protein 11b (KOX 2)
ZNF12	zinc finger protein 12 (KOX 3)
ZNF120	zinc finger protein 120 (Y16)
ZNF121	zinc finger protein 121 (clone ZHC32)
ZNF122	zinc finger protein 122
ZNF123	zinc finger protein 123 (HZF-1)
ZNF124	zinc finger protein 124 (HZF-16)
ZNF125	zinc finger protein 125 (HZF-3)
ZNF126	zinc finger protein 126 (HZF-2)
ZNF127AS	zinc finger protein 127, antisense
ZNF128	zinc finger protein 128 (HZF-4)
ZNF129	zinc finger protein 129 (HZF-5)
ZNF13	zinc finger protein 13 (KOX 5)
ZNF130	zinc finger protein 130 (HZF-6)
ZNF131	zinc finger protein 131 (clone pHZ-10)
ZNF132	zinc finger protein 132 (clone pHZ-12)
ZNF133	zinc finger protein 133 (clone pHZ-13)
ZNF134	zinc finger protein 134 (clone pHZ-15)
ZNF135	zinc finger protein 135 (clone pHZ-17)
ZNF136	zinc finger protein 136 (clone pHZ-20)
ZNF137	zinc finger protein 137 (clone pHZ-30)
ZNF138	zinc finger protein 138 (clone pHZ-32)
ZNF14	zinc finger protein 14 (KOX 6)
ZNF140	zinc finger protein 140 (clone pHZ-39)
ZNF141	zinc finger protein 141 (clone pHZ-44)
ZNF142	zinc finger protein 142 (clone pHZ-49)
ZNF143	zinc finger protein 143 (clone pHZ-1)
ZNF144	zinc finger protein 144 (Mel-18)
ZNF145	zinc finger protein 145 (Kruppel-like, expressed in promyelocytic leukemia)
ZNF146	zinc finger protein 146
ZNF147	zinc finger protein 147 (estrogen-responsive finger protein)
ZNF148	zinc finger protein 148 (pHZ-52)
ZNF150	zinc finger protein 150 (pHZ-66)
ZNF151	zinc finger protein 151 (pHZ-67)
ZNF154	zinc finger protein 154 (pHZ-92)
ZNF155	zinc finger protein 155 (pHZ-96)
ZNF157	zinc finger protein 157 (HZF22)
ZNF158	zinc finger protein 158 (HZF23)
ZNF159	zinc finger protein 159 (F11)
ZNF15L1	zinc finger protein 15-like 1 (KOX 8)
ZNF15L2	zinc finger protein 15-like 2 (KOX 8)
ZNF16	zinc finger protein 16 (KOX 9)
ZNF160	zinc finger protein 160
ZNF161	zinc finger protein 161
ZNF162	zinc finger protein 162
ZNF164	zinc finger protein 164
ZNF165	zinc finger protein 165
ZNF166	zinc finger protein 166
ZNF167	zinc finger protein 167
ZNF168	zinc finger protein 168
ZNF169	zinc finger protein 169
ZNF17	zinc finger protein 17 (HPF3, KOX 10)
ZNF170	zinc finger protein 170 (clone 164)
ZNF171	zinc finger protein 171 (clone 165)
ZNF172	zinc finger protein 172 (clone 130)
ZNF173	zinc finger protein 173
ZNF174	zinc finger protein 174
ZNF175	zinc finger protein 175
ZNF176	zinc finger protein 176
ZNF177	zinc finger protein 177
ZNF178	zinc finger protein 178
ZNF179	zinc finger protein 179
ZNF18	zinc finger protein 18 (KOX 11)
ZNF180	zinc finger protein 180 (HHZ168)
ZNF181	zinc finger protein 181 (HHZ181)
ZNF182	zinc finger protein 182 (HHZ150)
ZNF182L	zinc finger protein 182-like (HHZ150)
ZNF183	zinc finger protein 183 (RING finger, C3HC4 type)
ZNF184	zinc finger protein 184 (Kruppel-like)
ZNF185	zinc finger protein 185 (LIM domain)
ZNF186	zinc finger protein 186 (Kruppel type)
ZNF187	zinc finger protein 187
ZNF188	zinc finger protein 188
ZNF189	zinc finger protein 189
ZNF19	zinc finger protein 19 (KOX 12)
ZNF192	zinc finger protein 192
ZNF193	zinc finger protein 193
ZNF194	zinc finger protein 194
ZNF195	zinc finger protein 195
ZNF196	zinc finger protein 196
ZNF197	zinc finger protein 197
ZNF198	zinc finger protein 198
ZNF199	zinc finger protein 199
ZNF2	zinc finger protein 2 (A1-5)
ZNF20	zinc finger protein 20 (KOX 13)
ZNF200	zinc finger protein 200
ZNF202	zinc finger protein 202
ZNF204	zinc finger protein 204
ZNF205	zinc finger protein 205
ZNF206	zinc finger protein 206
ZNF207	zinc finger protein 207
ZNF208	zinc finger protein 208
ZNF209	zinc finger protein 209 (pseudogene)
ZNF21	zinc finger protein 21 (KOX 14)
ZNF211	zinc finger protein 211
ZNF212	zinc finger protein 212
ZNF213	zinc finger protein 213
ZNF214	zinc finger protein 214
ZNF215	zinc finger protein 215
ZNF216	zinc finger protein 216
ZNF217	zinc finger protein 217
ZNF218	zinc finger protein 218
ZNF219	zinc finger protein 219
ZNF22	zinc finger protein 22 (KOX 15)
ZNF220	zinc finger protein 220
ZNF221	zinc finger protein 221
ZNF222	zinc finger protein 222
ZNF223	zinc finger protein 223
ZNF224	zinc finger protein 224
ZNF225	zinc finger protein 225
ZNF226	zinc finger protein 226
ZNF227	zinc finger protein 227
ZNF228	zinc finger protein 228
ZNF229	zinc finger protein 229
ZNF23	zinc finger protein 23 (KOX 16)
ZNF230	zinc finger protein 230
ZNF232	zinc finger protein 232
ZNF234	zinc finger protein 234
ZNF236	zinc finger protein 236
ZNF237	zinc finger protein 237
ZNF238	zinc finger protein 238
ZNF239	zinc finger protein 239
ZNF24	zinc finger protein 24 (KOX 17)
ZNF240	reserved
ZNF241	reserved
ZNF242	reserved
ZNF243	reserved
ZNF244	reserved
ZNF245	reserved
ZNF246	reserved
ZNF247	reserved
ZNF248	reserved
ZNF249	reserved
ZNF25	zinc finger protein 25 (KOX 19)
ZNF250	reserved
ZNF251	reserved
ZNF252	reserved
ZNF254	zinc finger protein 254
ZNF255	zinc finger protein 255
ZNF256	zinc finger protein 256
ZNF258	zinc finger protein 258
ZNF259	zinc finger protein 259
ZNF259P	zinc finger protein 259, pseudogene
ZNF26	zinc finger protein 26 (KOX 20)
ZNF261	zinc finger protein 261
ZNF262	zinc finger protein 262
ZNF263	zinc finger protein 263
ZNF264	zinc finger protein 264
ZNF265	zinc finger protein 265
ZNF266	zinc finger protein 266
ZNF267	zinc finger protein 267
ZNF268	zinc finger protein 268
ZNF27	zinc finger protein 27 (KOX 22)
ZNF271	zinc finger protein 271
ZNF272	zinc finger protein 272
ZNF273	zinc finger protein 273
ZNF274	zinc finger protein 274
ZNF275	zinc finger protein 275
ZNF277	reserved
ZNF278	zinc finger protein 278
ZNF279	zinc finger protein 279
ZNF28	zinc finger protein 28 (KOX 24)
ZNF280	zinc finger protein 280
ZNF281	zinc finger protein 281
ZNF282	zinc finger protein 282
ZNF283	zinc finger protein 283
ZNF284	zinc finger protein 284
ZNF285	zinc finger protein 285
ZNF29	zinc finger protein 29 (KOX 26)
ZNF291	zinc finger protein 291
ZNF294	zinc finger protein 294
ZNF295	zinc finger protein 295
ZNF296	zinc finger protein 296
ZNF297	zinc finger protein 297
ZNF298	zinc finger protein 298
ZNF299	zinc finger protein 299
ZNF299P	zinc finger protein 299 pseudogene
ZNF3	zinc finger protein 3 (A8-51)
ZNF30	zinc finger protein 30 (KOX 28)
ZNF300	zinc finger protein 300
ZNF301	zinc finger protein 301
ZNF304	zinc finger protein 304
ZNF31	zinc finger protein 31 (KOX 29)
